date,review,rating,isEdited,userName,title,Country
2022-10-19 23:31:35,"I would like to see more options for the menstrual cycle. There are some symptoms get that others don’t. So I would like to see more symptoms added. Or even better than that is an add button to customize it with as many different symptoms as needed. Like my daughter gets really bad body odor. I get extra sensitive skin on my legs. It’s hurts to be touched on my legs. Swollen fingers, wrist, ankle, and feet. Leg pain and extra sweating in the crotch. Just different things that I can think of thanks to my daughter. Anyway. I would love to see either one or the other or even both added to the app on the next update. I would also like to add my daughter to my app. My daughter has special needs and I keep track of everything. Her period is being one of them. It would do her absolutely no good if she doesn’t even understand what’s going on.",5,False,TinePatterson,Over all good app,US
2022-06-20 07:11:14,"What happened to a Simple Word like version of my Med Hx that I wrote before. Now it seems to have disappeared after I linked my Med records from Kaiser. I just want a snap shot of My medical & surgical history plus my medications and allergies - that is all what is needed in case Of an emergency. Now I cannot find that. The app linked to Kaiser and if something happens to me say in another country - they will have a hard time going through my medications since Kaiser Lists them according to when they were refilled even Though some meds are discontinued. Please give us the capability to write a summary without linking it to my actual medical records at Kaiser. I am a registered Nurse I know what I need to reveal in case of An emergency. You need a RN CONSULTANT to develop this App. I can be your consultant. 😊then I found it under Medical ID. 
It’s kind of confusing. I had to play around to find this synopsis of my medical hx!",3,False,RYRN,Med ID - where Med Hx is?,US
2023-01-22 21:52:15,"The concept is great! But, i have my  Apple Health-APP turned off as my medical health information I do NOT wish to keep it on my iPhone for privacy and confidentiality purposes. The Apple ‘HEALTH-APP’ continues to TRACK my ‘Resting-Energy’ and ‘Steps’ and i have ALL selection-choices turned OFF. I have tried MANY different options to turn the Health-Details off, and the Apple Health App will NOT respond to my requests. The app continues! TRACKING my personal health history.  So, I continued to delete my personal information AND deleted the Health-APP. But, it is still stored my personal health data in the General iPhone
Settings history, and iCloud. This app does NOT work, effectively! I have noticed with MANY of Apple apps that just because I have the app as inactive, or turned OFF in Cellular settings, and my TRACKING apps turned OFF as well, an APP still CAN track and collect data. I have been very diligent in finding solutions, including calling Apple. But, NO resolve.👎🏼 Time for a new phone! Thank you! 🙏🏼",2,False,RiseStrongHSP,Apple Health APP has a mind of its own!,US
2021-12-14 11:32:18,"I have the iwatch 6. I use this especially to track sleep. This app is so innacurate and it dosnt help my situation. For one, when you set up your sleeping schedule, even if you jump into bed earlier, youre going to wake up with the sleep schedule marked that you wrote. Therefore, if you set it for 12:30 like me then got in bed like 8-9, your app will not show you were in bed from 8-12:30. That is a whole 4.5 hours of lost time in the health app, and this can be very negative when it comes to say a loved on looking at your information and proving your word wrong over some app. No ones looking at my app but this is a true possibility for other people. This is an issue that should be addressed because its important to be 100% accurate. especially when this tech has the best tools for monitoring my person. Besides that the app has become to cluttered, so dusfuntional, I barely know how to navigate theough it now, and it gives me a headache. I am looking into erasing all data and discontinuing the app but apple also makes this bery hard.",1,False,Gflo90,"Cluttered, Confusing, Inaccurate",US
2021-11-17 15:31:58,"I love this app, especially within the past two years. I like how everything is in one spot. But I do have a couple requests:

-medication tracker: I have adhd and honestly think that I forget my pill in the mornings, when I didn’t. So it would be nice to have a calendar that references that. It would also be helpful to keep track of the days I didn’t take the meds, purposely. Maybe even symptom tracking integration? 

-period tracker: I really love the sleek look of it. And I just started to go-use it with Flo. And I would definitely get rid of Flo once there is more options to track such as mood, more symptoms, and able to mention any life stressors that could impact a period’s cycle. Also, I know a lot of people would appreciate for there to be a calendar view for the whole year when showing cycles; past and future predictions.",4,False,gemini12,Medication & Menstrual Tracker,US
2022-10-01 16:50:51,"Overall, I really like this app. It’s great to see so much detail about my health in one place. It helps me make decisions about how best to adjust my lifestyle (nutrition, exercise, sleep) to improve my overall health.  

I do have two suggestions for additions to the app. I have experimented with the app quite a bit and searched the online forums, but have not found a way to do the following. If there already are ways to do what I describe below, please disregard these suggestions. 

1. Please add a way to view total calories burned for a day. I don’t hate math, but having to add active and resting calories every day is a chore. I do realize the total calories burned can be found in the Fitness app; however, I’d like to use Apple Health the way for which, I believe, it was designed — a one-stop shop. It would be very convenient. 

2. Please add the option to view a Summary page of health data for any day in the past. In its current form, only a Summary of today’s health data is viewable. I understand I can go into each category (active energy, steps, resting energy, etc.) and from there select the day, week, month, or year I’d like to view. But it would be so helpful to see this data on one page. 

Thank you!",4,False,The Quiet Lion,Data helpful; two suggestions for improvement,US
2021-11-02 04:13:45,"I love the Apple Health app. It’s ability to track and store health data is impressive and very comprehensive. I also enjoy the insight provided within the app about the different facets of health it tracks. 

My one complaint: the app doesn’t automatically track nutrient information. While of course tracking calories is a vital part of health, most especially for weight loss, nutrient tracking is an important piece of health evaluation and monitoring. I really hope Apple invests in the ability to automatically log foods and track all nutritional information. Yes, there are many apps that do this but the ability to automatically track/log nutrient information in additional to all of the other metrics found in health, this app is one step away from being the end-all, be-all of health apps.",4,False,Nickname? wth?,"Mostly awesome, missing a big piece",US
2023-01-24 13:14:37,"My reasoning I’m giving it a low rating & I have a some opinions that would benefit for the App. 

1. Why isn’t it not available for Mac’s & iPad’s? 

For me I use my iPad device better for my art designing, as my medical assistant & documentations notebook. It would be more beneficial using it on the iPad especially with the mini & air models. Especially who are in the medical field who uses the iPad with their patients & there more potential usage for nurses & doctors. Now, me seeing as the patients using the software. For, me having it on 4 apple devices (watch, iPhone, iPad Pro & MacBook Pro) should naturally flow and benefit well from each other. Having it on the Mac I could turn it into a file to store away my medical records instead only having it on my phone. 

2. It’s lacking something in between. 

Personally, It’s missing something cause I shouldn’t leave the app to write in a note app. That one thing it needs is a lil note section when adding the data entry. So I can put the any additional symptoms I’m feeling during the moment so I can included the certain data entry.  
Also, I didn’t see any section for mental health for ADHD, and other mental & emotional issues For the ones that need help somewhere.

I’m trying to use the app for its full functionalities for my entire health system. It definitely needs to add more symptoms. I know the app have so much more potential.",1,False,Sincerelyfav,Make it cross compatible with all the apple devices.,US
2022-05-11 17:44:14,"This app used to be very good and would give me the quick status of the updated steps as I walk with refresh until the last update few months back. Now, it won’t give an update until it decides on its own randomly, even to restart the app or pull multiple refreshes. The worst thing is, most of other apps takes data from this app and updates, they all gets messed up. I am requesting apple team to fix it since this is a core featured functionality the reason I purchased this very very expensive device. Now you are having me to pay for very expensive apps for the same thing that used to be working fine. I am giving the rating of two star for the inconvenience and delays in the update that causes me anxiety and walk me extra to absorb the delay. E.g. I walked 1100 steps extra when it updated me that I have completed 15k steps ( while I had completed 16k + )",2,False,sam-ਸੈਮ,Got much much worse after the recent updates,US
2023-03-22 13:27:57,"On the plus side, I love how this app tracks my exercise. The miles and steps are great references, and I’ve come to rely on them. The number of miles per hour makes no sense though. I almost always hike a mile in a half hour on an average wooded trail. That’s 2 mph. But somehow, the app thinks I walk 2.7 mph. Is it excluding the times I stop to take a photo or look at something on my walks? Maybe. 

I wish this app had a more user-friendly interface. I’d also appreciate if I could decide how I want it to display info and what messages I want. I don’t want “ You walked less this month than the month before” as the first thing I see. I want positive reinforcement like, “Nice job, you walked every day this week!” even if my walks were shorter. The user should be able to select the kinds of data and messages that are helpful.",3,False,GCulff,Very useful but could be improved,US
2022-11-03 14:15:17,"I want to like the cycle tracking with new temp tracking from the Apple Watch so much. As a cycle tracking educator, I find it so annoying that the cycle day # is not visible everywhere on the cycle tracking watch and app. I also am unimpressed with the temps, the change from baseline is not helpful at all! I need to see a temp number easily visible to be able to meet the rules for being post peak, but there is this game of hide and seek to find that temp each day. This technology should be able to meet the needs of cycle tracking users everywhere and there is no BBT method that uses “change from baseline” to determine ovulation. Please use health professionals who are trained in cycle tracking to help with these developments. Marquette Method instructors are available!

Adding after a cycle of use with the temp tracking. It did not pick up a temp shift at all!",3,False,The Floods,Cycle tracking needs help!,US
2022-11-01 01:43:29,"Overall, the app is pretty good, but it could use some improvement to become excellent. My review at this time we'll focus on the sleep feature and sleep tracking of REM cycles with the Apple Watch. I was really excited to see this feature launch, and it's the reason why I bought the Apple Watch. While it is really cool, here are some improvements that I suggest: - Capture times that people sleep outside of scheduled sleep hours (e.g. naps, going to bed early, sleeping in late). - Capture multiple sleep periods per night when applicable (e.g. someone waking up in the middle of the night, staying awake for an extended period of time and going back to sleep). - If possible, it would be really cool to also have more live data accessible when sleeping (for connecting with Shortcuts or app developers). - Provide more integration of sleep data into Shortcuts.",3,False,Feeling defrauded,Good start but needs improvement,US
2021-12-04 00:55:12,"Some may have certain opinions of this app, but I have nothing but great things to say. It saved my life. I discovered having a heart health issue all from getting an alert from this app that detected heart rhythm irregularities. After a few alerts due to detections I decided to see my doctor. After a visit to my physician I was referred to a cardiologist. From there a number of tests were done that included an ultrasound and stressed test. I learned that I have  ventricular tachycardia. This is not as major as atrial fribillation but without detection or treatment it would lead to a number of heart health issues like afib, heart attack and/or stroke. So as I tell this story to all who will listen, be sure to use this app and took care of your health! I will always utilize this app.",5,False,ReeRee1908,It saved my life,US
2023-03-01 15:01:11,"I am having heart rate problems and need to check it throughout each day. I wish this app had the heart rate monitor that google fit does or at the very least - allow google fit to write it into the health app so all my info is in the same place. I know you can’t have it all, but heart rate is a pretty basic health data point! I also wish we could rearrange the favorites list so it makes sense to us - I would like the medications tab at the top of the list and to put certain items together and the few things I do most frequently / most important ones at the top below the medications.  I also wish I could record taking medicine on a previous date incase I forgot to enter it on that day!!  It looks like I skipped days when my memory to record that I took them actually caused the blanks",3,False,Ames_iPhone,Lacking Important Data Points & Integration,US
2022-09-14 02:06:08,"Wow Apple Health has truest changes the way I see and establish my health. The ability to have many streams of data and results is phenomenal. I can’t wait to see update. Only Feedback I can add is I would Love to have Personal View of data that is visually teaching. Water levels represented by body, heart rate as amazing notification that catches attention, or even a way to graph multiple lab data results visually. Outside of that I honestly have IPhone because of Apple Health. Also Apple If your reading this can we have dedicated data for those whom are HIV Positive or those who have other life Long illnesses. Let’s make Health a System for Justice 🫡💗💗

Update: iOS 16 medicine tracker doesn’t allow “hey siri, did I take my medicine”?

Can this be connected 🙏🏿",5,False,AntonX777,Your Life In Your Hands,US
2023-03-28 17:28:35,"I really like this app that being said, it’s a bit hard to navigate and it’s really missing a widget for the home screen. I adore the widget for the lock screen and would love one for the home screen as well. There are many times that I want to mark down my medication and I go and open my phone and realize oops the widget was on the lock screen and instead of going back and I have to go and hunt for my health app. It be easier if I can have a widget on both screens. I would like to add that I appreciate all the ovulation data but what about those of us going through menopause?? It would be awesome to have the ability to track our progress, symptoms and hormones as well. Why do we not count? Why the negativity against anyone in the older generation apple?",3,False,Anatigger,"Like it, but want to love it.",US
2022-11-08 15:47:34,"You can schedule your medications by time of day. It’s easy to log the medications you’ve taken as it automatically timestamps when you took them (if you remember to do so when you actually take them). There is an option to indicate that a specific medication was skipped but there is a flaw in the design. It timestamps the skipped using the current time when it should be using the scheduled time. For example: If my schedule includes taking a pain pill at 1:00 PM and I realize three hours later that I never took it, and don’t plan to take it, and flag it as skipped, the app records it as skipped at 4:00 PM even though I actually skipped it at 1:00 PM. I can edit the time to correct it to show 1:00 PM instead.  Other than  this minor annoyance, I think the app is pretty good.",4,False,labshmo,Skipped Medications,US
2021-11-20 13:06:58,"Honestly, I love being able to aggregate dat from multiple sources in one place. I’ve become especially fond of the Health App since I picked up my Apple Watch and taken up a fierce journey for my health. The charting and data delivery is straightforward and well styled. It’s a useful tool for collecting and reviewing health data and trends. 

I do have a couple of complaints though— I don’t understand why the group of “Favorites” cannot be arranged by the end user. Seems like a simple feature that isn’t included. No matter how you select your favorites they will dock to the open screen in a random, mix-matched order with points from different sub categories shuffled together.

There also seems to be a bug between Apple Health and the Apple Watch concerning the Cardio Fitness metric (or VO2Max)— where Health and the Watch don’t connect and share data as the y should. 
 It seems like there should be some kind of metric specific “reset” for situations like this or a setting option to disable/enable Cardio Fitness, but there isn’t. 

The inclusion of these features could create a more robust and enjoyable experience for the user base.",4,False,J.topher,A wonderful hub for tracking health data— with a couple of problems,US
2022-05-24 00:13:50,So basically there’s this app called Health app that which I’m writing of the a review about it and this is the right one app so basically you get it on your phone without any like thing like you already have it you cannot delete it that’s a first off and also it’s literally driving me insane I’m halfway insane literally because of this because basically it’s literally telling me so basically you can’t delete us and we’re gonna put random and you cannot delete your account from this to him it’s gonna put random alarms which Is terrible and also if you basically it’s unreasonable when you sign up to actually have it because then there’s no point of having a wallpaper for your front thing to see your notifications from really no point because you can’t even sit because of a black screen put in your way and now my phone is not dead then how am I going to be writing a review but still hate it,1,False,dtsv dgzhd,Hate it!!!!,US
2023-04-22 17:34:24,"This app is very useful, for personal information gathering & keeping. However, in regards to medication timekeeping, it would be useful to be able to log the Actual Time(s) of meds, instead of having to accept (like when I forget, or am unable to log) the current time that I access the App. This is in addition to some of the other many “wishes” that users have mentioned. For example…. My log times are set for 9am & 9pm. Unable to immediately log those meds times, I may have a 12 noon, or 10:54pm log. Or…. I may forget to access the App for a Whole day, still knowing that I have taken my meds. To me, this is somewhat important, as I have “missed” days in the App, which are incorrect. 🤷🏾‍♂️",4,False,mother_65,"Good Records, But Still Missing More.",US
2022-09-24 16:53:42,"I really love most of Apple’s built-in apps, and try to make the most them as much as I can so I can utilize them across my devices to sync up. As a woman, the Health app updates have had a lot of promise and potential, most notably Cycle Tracking.

The new update includes medications, which I have a huge amount of hope for future updates. I hope it includes being able to log the date you started this medication so that you can see the history of this medication and how long it’s been taken. 

As someone who needs to take multiple medications, at different times, and likes the Health App very much, this update would be extremely helpful for keeping track, organizing, and recalling this medical information for myself and my doctors.",3,False,candymeowntain,I want this be more useful for tracking,US
2023-04-23 18:17:55,"I like the access to a lot of data on how I am doing with the Apple Watch and the Health App but I am getting frustrated at times. I don’t want to have things summed up by the hour - I would like to zoom in further than that for certain data. I would like to see the minute so I can better check patterns in my health. Coming from Fitbit where the smallest increment was 5 minutes it’s frustrating to have the smallest increment being an hour. On top of that, I look up if the Apple Watch tracks naps and I’m told my Apple that it does if it’s more than 30 minutes but I’ve had multiple hour+ naps that don’t show up in the health app anywhere. Fitbit had no problem with this. Still definitely room for improvement.",3,False,CherryBerry202,Room for improvement & Frustrated,US
2023-02-12 05:13:01,I like who this can track your medicals and subscribe apps to use to improve your health but 1 problem. They subscribe you use Pokémon Go to improve your steps I really don’t like that they will but Pokémon Go because a lot of things bad happen to people playing Pokémon go I a lot people can play Pokémon go and they don’t Pay attention to want doing people been get hurt and at risk of death from Pokémon some people get shot by Pokémon go I love this app so much I but don’t like the fact they said Pokémon Go I love Pokémon go and this app very much but I like for app you suggested we should get to help us of this app is safe for people to play thank you for reading this I really love this game👏🏾,4,False,lovelygameepj,Overall I really like this app but one thing that I hate about this app,US
2023-02-22 12:27:35,"This app is wonderful and has changed my view of my body and helped me become more aware of what’s going on within it. The only things missing are more forms of annotated contraceptives. Vasectomy, Hysterectomy, Tubal Ligation, etc. are not available as options. There is the standard birth control and then “Other”. It seems like a small thing and sometimes these forms of contraceptive (Hysterectomy excluded) fail; however, these are common forms of contraception. Adding them wouldn’t take anything away from the app and would only better the user experience. This would give a full scope of bodily functions and insight into past surgeries that can be used within conversations with medical professionals.",4,False,Naomi Lynne Bam,Minor Changes Needed,US
2022-09-23 18:48:11,"This app recently messed up my Covid 19 vaccinations by showing duplicate entries (which did not show in MyChart where the records were coming from), and deleted the original records upon me attempting to clean up the dupes. It also did that in MyChart (how can that even be possible..?) ; fortunately MyChart cleaned things back up on return. 
This app at first looks sorted, but it's generally not very helpful. There is no mechanism to enforce an update against MyChart - why..?
The Summary page is generally pretty useless as it offers no custom sorting, no lab records, no vaccinations (seriously..??) It knows my manually entered weight updates, yet doesn't generate a BMI curve.
The Sharing page says ""You're in control"", but nothing is obvious in terms of what data and with whom I can share.
The Browse page is the best one, but should also be customizable (e.g. Cycle tracking does not, and will never apply to me). 
I do like the new Medicactions feature in iOS 16 and am already making use of it to track my daily pill intake, but other than that this app by and large still falls noticeably behind its promise and potential.",3,False,Apfelmaennchen,Still not meeting its promise and potential,US
2022-07-02 22:08:40,"I like this app and I like that you can write down how many grams of dietary sugar cholesterol and all those other things, and today I got a very good rate of potassium and all the healthy chemicals, and I got 78 g on sugar, or milligrams, but I have some suggestions for this app, you guys should create a food/health diary, and maybe you could give us a list of healthy recipes? That would be healthy, oops I’m sorry I mean helpful, i’m at the end of the day it would be cool if you were to tell us that we did great or bad, for example if we got 80 µg on vitamin A, you would tell us that we did a good job, I would like for you guys to add into the Health app, I love this app and please give into my suggestions and features",4,False,BrieTiana,I love it but… I have a few suggestions,US
2021-12-07 16:56:20,"I can’t get the fitness tracker to track my activity, it did once last year and I don’t know how I managed it. It shouldn’t be so hard to figure out or edit. Some things I shouldn’t need a video to figure out how to use. For period tracking it’s lacking. It needs to add extra heavy as a flow option. For symptoms it needs to add excessive bleeding and clots as well. I wouldn’t mind a scale rating for cramp intensity too. Or for ovarian pain specifically, as cramps are separate from that area of pain. All of these things help women understand patterns and when communicating with their doctors about when things start and such to rule out what’s normal for a specific woman and when it’s not. Not every culture is great about communicating the facts about this time of the month and it’s important every girl and woman have a resource to help them.",2,False,marvel28,Cumbersome and lacking,US
2023-05-16 11:59:24,"I use this app only because it came with a free blood pressure monitor provided by my insurerer. It records my pressure and sync with Apple Health for that it gets a star. 

But it’s so frustrating to use. I would like to skip it altogether and just put the measures directly into Apple health and view there. 

Mainly it’s the recurring annoyances over and over. It asks me to enable notifications about 3 times a week with daily use. It also asks me to enter meds but only allows daily meds so I can’t enter them yet keep getting reminders to enable meds. And it keeps prompting me to sync medical records even though my doctor isn’t supported. 

So it’s a constant negative experience every time I use the app of “oh neat, there’s my blood pressure…dammit it’s popping up something stupid again when I’m trying to view results.”

Also it detects abnormal heart rates but records nothing about them so it’s hard to talk with my doctor. My doctor listens to my heart and it seems normal. Normal ECG. They could refer me to an expensive cardiologist, but I don’t have enough info from the app to act. And my Apple Watch reports no abnormal rate. 

I previously used a Withings blood pressure cuff and it was so much easier and just recorded pressure.",2,False,Execute,Seriously flawed,US
2023-05-30 02:13:04,"I really love this app. I love how Apple is starting to get into the healthcare aspect of smart Devices. However, I really wish Apple could release a few more products. 

I would love to see an apple smart Wi-Fi and Bluetooth body weight scale. An apple smart Wi-Fi and Bluetooth glucose monitor for diabetes and an Apple Bluetooth and Wi-Fi blood pressure monitor. I really trust apple with this data. 

I know it might sound crazy to say that as I am generally a privacy focused user. But health is too much to ignore and the apple smart watch along with third party tools and the apple health app have helped my Doctor and I go into remission for my Non-alcoholic Fatty Liver Disease. We were able to pinpoint some trends that needed to be worked on.

I am tired of managing the manual inputs from these other third party devices. If apple created them. I would so buy them. It would make my life a bit more easier. There is a market for this. I just hope Apple realizes this and spins up a healthy living department internally to create these devices.",5,False,Bfudge85,Good app.,US
2022-06-25 01:36:43,"Often freezes, no proper updates, one has to manually update the app on medical issues. “Step counter” inaccurate (if it has any). Many of the summaries never update. I’ve seen many apps that update depending on hospitalizations, procedures, medications, etc. This one does some of that but not accurate enough to go by or share with all medical professionals. That is if able to share since there are a very limited number of facilities that do not use this app. The biggest hospitals in the state do not use this app hence the need to manually share input. This app has only been useful to keep personal track of my medical conditions and even then such are entered manually and not by the medical facilities that diagnosed.",3,False,Handywork1,Mediocre,US
