date,review,rating,isEdited,title,userName,Country
2022-08-26 01:20:41,"This app has been so useful. It’s so easy to use and assists in keeping track of all aspects of staying healthy. It’s great to refer to when you are seeing you health professionals.
Seeing sleep patterns and getting alerts when your heart rate is too high has been life-changing. 

I would rate 5 stars but I’d love the developer to consider adding a section for notes and/ or mental health logging. Mental health is so crucial to health, and it would be handy to be able to keep this data in the one app for consistency. This would also be helpful to include in cycle tracking for women with PMDD / PMS.

Thank you! ⭐️ ⭐️⭐️⭐️⭐️",4,False,I use this app everyday for every part of my life,caitlin_contagious,AUS
2022-12-12 21:25:49,"I really like the cycle tracking function but am hugely irritated by the fact that it is clearly focused on pregnancy. For irregular cycles it proposes for instance to set influencing factors but suggests only three: pill, lactation or pregnancy. However perimenopause or young age can also lead to hugely irregular cycles. The list of symptoms is similarly focused on pregnancy. More openness to menopause would be hugely important !!",4,False,Cycle tracking,exwhyandzed,AUS
2023-05-30 22:51:00,"I’m trying to track my basal body temp in cycle tracking and it won’t let me record a number below 35, really frustrating because I either put in an inaccurate entry or no entry at all, there is another section I can record it in but I wanted to keep it in cycle tracking. There’s some other small annoyances, like there’s no where to make notes on data which would be so helpful",2,False,Annoying,Asheebe,AUS
2023-01-17 08:42:27,I like the app but it would be great if l could order my favourites rather than have the app choose for me and it would be great if l could run the app on iPad. Not for the purposes of carrying when exercising but to be able to see the data on a larger screen as my eyesight is not that great these days.,4,False,Great app but…..,melgippo,AUS
2022-05-15 01:09:51,Bought an Apple Watch so I’ve switched from Fitbit to the Apple Health App. One thing I don’t like is not being able to have an overview of area especially my cycle. I need to be able to differentiate between spotting and symptoms. I’ll give it a little longer but thinking I need to find a better app.,3,False,Improvements required,Tarz1993,AUS
2023-03-11 04:39:25,"Hi Apple - could you please add a ‘sibling’ option to the relationship to emergency contacts? 
I notice you’ve got nongendered language for child, parent, partner but would really appreciate being able to use accurate descriptor rather than brother/sister. Thanks!",4,False,Emergency Contacts,Isobel.H.,AUS
2022-09-17 21:23:30,"This app’s user experience has become more and more muddled over time to the point of starting to feel like it’s made by a dodgy 3rd party developer.

The emergence of a bunch of ‘dashboard’ apps goes to show how hard it has become to use for people.

What it enables is incredible but Apple really needs to go back to the drawing board on the design.",2,False,Confusing and cluttered,Mr Michaels,AUS
2022-12-20 05:17:16,pretty gross how itll track you constantly after turning off tracking. I only use it for the sleep schedule (should be put back into the clock app where it belongs) but it just fills up with data its been told not to collect. threw out my apple watch because it was the only way to remove it as a source. now it still gathers info from god knows where/how.,1,False,stopped using my apple watch because of this app.,whydonicknamesneedtobeunique,AUS
2022-09-17 15:06:03,Really nice setup! Just make sure you take the thing away that makes it skip if your head is out of the picture. Thanks,5,False,So far seems great,Lector Steingads,AUS
2023-01-05 23:11:26,"Good app overall.

I have a problem with the sleep section though. 
In this section , the “Time in bed” and the “Time asleep” are calculating each other’s duration - i.e., the “Time in bed” is less than the “Time asleep”. Please could you adjust. Thanks",3,False,Sleep function,Doc2000012,AUS
2023-02-28 01:47:34,First of all I want to say that I do really like Health app. Everything works perfectly except my sleep traker doesn’t show hours and percentages of deep sleep and etc. Can somebody help me with that?,4,False,Re app technical issues,Ugne2014,AUS
2022-12-02 11:39:19,Need more ability to edit exercises.,3,False,Edit,OzFlyBoy,AUS
2022-10-03 06:16:20,"Hi,

I’m loving the new features of the Health app. But can you please add a home screen widget in the home screen for the step counter and/or other counters.",4,False,Love the step counter but can be more,Moota Sooki,AUS
2022-09-25 23:46:04,Collab with Red Cross to track our blood or plasma donation record and have our donor number comes in handy,4,False,Making a suggestion,Tiff yt,AUS
2023-01-15 21:51:37,"Love the app and the snapshot it gives me but I wish more of the functions worked with swimming workouts, like cardio fitness and recovery rate.",4,False,Cardio fitness,15+2=17,AUS
2023-03-24 12:31:43,"I am in peri menopause and the app keeps asking me if the cycle irregularities are due to pregnancy, breast feeding or the use of birth control. Missing the opportunity to support half of the population track very important health information.",1,False,Period tracking missing important information,MandaEH,AUS
2022-07-05 12:04:18,"Doesn’t show total sum of data at all. It would be good to check the total sum over selected day, weeks, months or years. Thinking of getting a Garmin instead.",2,False,Average data,San Fran 01,AUS
2022-02-07 08:17:24,The apple health app is full of ads for other health apps. Key insights cannot be arranged on the screen nor can you remove the old articles that show up under your health dashboard. Apple stop serving us with more app ads. We have enough apps.,1,False,Too many app ads,Dy.Sung,AUS
2023-03-02 11:16:24,I come t this to my withings watch and half the time it doesn’t sync activity and then Other times it just freezes and won’t do anything so unreliable too. The UX is not the best either.,1,False,Pretty average and often just hangs,hwrite-oz,AUS
2021-11-10 08:26:01,"This is the best thing I have ever seen

1.there is this bug that says I did 2 steps while I was jogging 900 metres

But anyway GREAT APP",5,False,Omg,_XxanonymousxX_,AUS
2021-12-28 06:22:19,"Great app but it would be handy to have sleep scheduling for shift work. ie 7 days on 7days off, 3 weeks on 3 weeks off.

This will provide a better out out for those who work in the mines or offshore.",2,False,Sleep scheduling,T.TENBENSEL,AUS
2022-09-16 11:20:34,"Apple won’t tolerate heretics who have core temperature lower than 34 degrees Celsius and actively censor them but restricting this app to a minimum of 34 degrees Celsius. My core temperature regularly drops below  that and I am not permitted to record it!
So I refuse to use apple health products….and in protest I smashed my watch series 6.",1,False,Censorship,HRH Prince Eugen of Sweden,AUS
2022-01-16 06:19:01,Would love to be able to view my health records across all my Apple devices!,3,False,Viewable on all devices,@huatuostudio,AUS
2022-03-07 02:29:18,The old app was terrific. This update has ruined it. Where can I see the detail of the data?  Very disappointed. How can I go back to the old one?,1,False,Why change?,RobMcK00,AUS
2022-02-28 12:01:11,Different graphical representations of data such as different types of charts and graphs would be helpful.,3,False,📊,Kat tomma,AUS
2023-04-14 23:39:22,"Under the Sleep column in Health, my time   asleep is often longer than time in bed, can you fix this bug please? Thanks",1,False,Bug,Rosanna3084,AUS
2022-05-06 04:25:34,Doesn’t show running route without Apple Watch,1,False,Doesn’t show running route without Apple Watch,humesfinger,AUS
2022-06-29 04:59:34,Possibly the most useless app on my phone. It spends more time frozen than functioning.,1,False,Don’t bother with this app,Geourgy,AUS
2023-05-22 06:17:52,Poor design,1,False,Not user friendly,Serial number FYNTQ0XNHG7Q,AUS
2022-01-11 23:52:28,everytime i open the app the screen is frozen and i can’t do anything?,3,False,app not working,Chris Le Riche,AUS
2022-01-15 09:02:02,"I DONT AGREE WITH THIS AT ALL KIDNEY PAINS IS CONSIDERED A SYMPTOM BUT INSTEAD YOU JUST LEAVE IT THE WAY IT IS!
I have major kidney problems and I was hoping that the app would be able to monitor the symptoms but it doesn’t which I find exclusive",1,False,Symptoms,A_is me,AUS
2023-05-11 08:20:49,"Not good as Garmin or Fitbit , very outdated app doesn’t show proper data, watch doesn’t detect if you working out",1,False,Messy app,000111r,AUS
2022-03-18 04:13:05,"Stopped recording active calories from Garmin connect, Strava or Zwift! Fitness rings now inaccurate.",1,False,Stopped recording active calories,Bmarr80,AUS
2022-05-24 12:01:18,I cant use certain games without this app and im on ipad which os not compatible.,1,False,Why no ipad compatibillity?,AsE_2010,AUS
2022-11-09 06:07:34,"Hi
Why there is no widgets for health app",5,False,Widgets,ujjwal@8930,AUS
2021-12-30 02:01:36,Can’t you even use an apple company app on all Devices?!,1,False,Why?,daGummyPlayz,AUS
2023-03-08 20:41:32,"How on earth is the fitness app and health app missing NETBALL as a sport?!? Yet you have fitness gaming and pickle ball on there?!? 

Please add netball asap.",1,False,Missing essential sports,Lphuggs,AUS
2023-05-30 02:30:43,👍🏼👍🏼,5,False,👍🏼,Andr0000,AUS
2021-11-11 02:37:44,what,1,False,y can u review this,yugesuitfduesitf,AUS
2022-09-24 20:38:25,Why have a button that says turn on notifications if there’s no other option available. Apple you suck.,1,False,Forcing me to turn on notifications,Esc0002,AUS
