date,review,rating,isEdited,title,userName,Country
2023-04-04 21:23:04,"As a girl, it’s sometime very difficult to remember your your period date and this app and period tracker feature has made my life so much easy. Thank you for that feature. It’s really amazing.",5,False,Helpfull,Chinki101,IND
2022-11-11 03:45:53,"The app is not showing all sleep data in colors like Deeep sleep, REM, wake etc. It shows only blue color on graph that doesn’t show how much i was in deep sleep and how much in Rem and which time. I only keep this watch on my wrist to monitor my sleep data but this app is failing me. I was having Hwauye watch and its app is just perfectly showing the sleep data. Kindly check how it does and update if you are serious about it…",1,False,Sleep data not appropriate,Dr. M Muzafar Lone,IND
2022-04-23 06:57:02,"The flights climbed as being shown does not normally tally with the actual many times;-for example:- after climbing 8 floors of 3 metre height each (even with 18 steps each), it shows only 6 floors in the app. Needs improvement. The steps counts are more or less accurate",3,False,Inaccurate readings,"Babu, Mumbai",IND
2022-05-13 07:39:49,"Hey apple, pls enable exercise tracking on phone without need of 3rd party apps so that not everything reqd to be share to those apps. I know you will say buy Apple Watch but if I lost watch due to any reason or gets damaged I have to rely on 3rd party apps. Pls do the needful",3,False,Enable exercise tracking on app,apkore,IND
2022-03-23 08:43:53,"Steps aren’t getting updated from mi fit or even apple watch. The smart band or watch is counting different steps where as the phone is counting it’s on own steps even after enabling the option to only sync steps from watch but it’s just for the sake of it and of no use.

Please fix it, the app is filled with so many bugs and is literally useless at this point.",1,False,Zero sync,Lauda ke Quikr,IND
2022-12-20 13:18:11,"This needs a massive face lift especially when someone moved from a Garmin ecosystem. This apps needs to present a unified portal of everything related to health, fitness, sleep and so on. There shouldn't be a need to use multiple apps to check data and customize it. Please get this the much needed face-lift that suits the kind of hardware you have...",2,False,Need massive facelift,Muralisk,IND
2021-11-29 09:34:04,Step count is not reflecting correctly on Health app. The sum of the step count data being sent from Mi band is not getting calculated properly. The individual step count data sent by Mi band is shown correctly but their sum is always a 1000 steps (approx) short.,3,False,Sync issue,akshitagoyal,IND
2022-06-03 00:48:20,"Most of the features does not work properly or they are fully functional with the Apple Watch, maybe this is the strategy to sell the Apple Watch.
But some of the features in iOS 15 are really awesome.",3,False,It’s an strategy,aditya_chinu,IND
2021-12-14 02:10:05,Health does not reflect steps taken correctly and in a timely manner. Noticed post the latest update - worked fine till just before. Every time a check on steps is done it show sync happened 10 minutes ago. Responsiveness has reduced drastically.,2,False,Not syncing,Diva on the Road,IND
2022-08-08 13:42:02,Lol I live in fourth floor and every time I wake up in the morning and I go down to buy something and when I come back Apple Watch detects it as if I’m standing and starting from 6 AM when I wake up and go down and come back up from there it starts counting it as standing hours so by 12 noon I have achieved my six hours of standing goal lol,1,False,Not accurate at all,Dr ULLHAS GOWDA,IND
2021-12-28 13:37:19,"I have observed that even when i am in a car, step counter keeps on running and it shows even 1000 steps when in car without any steps taken.",3,False,False steps counting,Nirav Kacha,IND
2022-07-16 17:18:10,The step counting the little bit slow. It takes time to show latest steps counter.,4,False,Slow,Vijay Rajpal,IND
2023-02-22 02:35:04,"I like the app for the trends and related information it analyses about myself. I’d like to share some additional feedback on the app. Please can you share an email ID that I can write to
Cheers to good Health!",4,False,Health trends are trendy,preethi.gops,IND
2023-03-14 17:22:57,Clicking on the continue button but its not opening,5,False,Health app is not working,Rishuban,IND
2021-11-12 05:20:21,Steps are not getting updated automatically. Need to re open the app a couple of times. It wasn’t the case earlier. Facing the issue since the new IOS update.,3,False,Steps update issue,Aashna23,IND
2022-06-05 06:18:03,Data is not getting updated on real-time basis after multiple apps refreshes it shows the data.,3,False,Data issue,Himanshu Sikka,IND
2021-11-09 09:33:05,"Hi, from last few updates it’s been found that health app is no longer showing real time monitoring of steps instead there is a delay of 10 mins or so in showing the past data of steps counters.",2,False,Delayed showing of steps data,ManishStt,IND
2023-03-01 17:10:28,"Very good app to track all the activities in one place as well as see the insights for weekly, monthly dashboards. Thank You!!",5,False,Superb App,Saroj Behera2,IND
2021-12-25 16:36:21,"Hardware version is showing as iphone13 while i use iphone12.
Same issue is seen with other models also",4,False,Hardware details are showing wrong,Gabby_Iphone12,IND
2021-10-29 03:29:40,"The actual steps of run or walk are not getting updated when app in on . If i want to see current step while walking, i have to close the app and open again",2,False,Steps not being updated,hari.ATC,IND
2023-02-16 17:55:27,I just got my brand new iPhone 13 I upgraded it with latest software updates and I tried to add some medicines in this app it does not allow me to take the photos of the medicine also it does not remind me to take the medicines I added,1,False,Not being able to take photos of my medication,mayurmrp,IND
2021-11-14 17:53:07,Steps are not getting updated automatically after ios 15. Need to open and close the app couple of times for updating the step count. The distance updation lags further behind.,2,False,Steps update issue,Rockindips,IND
2022-09-26 06:23:49,"The Apple Health app consolidates data from iPhone, Watch, and third-party apps you already use, so you can view all your progress in one convenient place.",3,False,Powerful,Om Preetham,IND
2022-10-15 09:21:51,The app updates step count after syncing with a smartwatch but then the count returns to the previous value after steps recorded through your phones increase.,2,False,Horrible sync with other watches,6charsh,IND
2022-05-30 13:49:28,The steps count isn’t accurate and the time I  last update my phone seems that the steps count doesn’t show properly. 2-3 times I have to restart the app to see the steps count.,2,False,Step count down,Shatskshi,IND
2022-04-30 12:25:24,Stopped working and showing the data like number of steps . When started working shows Inaccurate number of steps which do not correspond to the distance travelled. Has become worse since the last update,1,False,Doesnt work well,g891z,IND
2021-11-17 07:05:48,After opening and closing app 2-3 times steps are being updated. Kindly get it rectified.,3,False,Steps are not being updated automatically,Rahulyashu,IND
2022-03-20 01:38:42,"Hi Developer,
Just a suggestion, can you pls add Steps, Heart Rate, Walking Running Distance etc on the notification and pls develop some wedges that will help.",4,False,"Steps, Heart Rate etc Notifications",SBRDK,IND
2023-03-02 18:05:43,I have setup my this app too 200 calories everyday but I have observed that it gives the updated count not immediately. There is quite a delay every time it updates.,2,False,Calories count,mmhfghjjdskkf,IND
2022-09-20 04:00:45,The information doesn’t show when clicked on the application .  It will be showing only when you go through AppStore or settings.  This is a bad customer experience,1,False,Data doesn’t show,pads71,IND
2021-11-03 03:29:22,Steps are not getting updated. Wait for some time or restart the app solves the purpose.,3,False,Some issue with latest version,dspatil7768,IND
2023-03-16 02:27:16,Apps doesn’t syncs properly with cycling data from other apps and fitness bands.,4,False,Cant sync cycling data,chairnaya kumar,IND
2022-06-27 02:24:38,"I have few other apps which are allowed to write data to Active energy in Apple health. But the addition for this is always shown wrong. 

Kindly look into this.",2,False,Wrong calculation for Active energy,Nikita Gawad,IND
2022-11-20 16:04:28,Stopped wot post latest update,5,False,App not working post update,Vivek71p,IND
2022-04-17 06:47:25,"I have been using Samsung Health app for a while. When I switched to apple health there have been lot of features missing that I could figure out. 

Firstly, the user interface is not quite intuitive. Not even comparable to Google Fit. 

The biggest miss that I could spot is the lack of food logging feature. 

If I can’t log my calorie intake then how am I supposed to track fitness. 

I hope apple will take a note of it. 

Thank you.",1,False,Multiple features are missing,Praveen_Jangra,IND
2021-12-07 13:53:48,This is not updating immediately. It takes time so that we can not judge our performance on time.,3,False,Delay updation,Rajiv AMRAPALI,IND
2022-08-20 09:23:58,While using this app . I am able to share my health with another person . But when same person inviting me . I am not getting any invite to accept .,2,False,Sharing,dhondiyal,IND
2021-12-21 18:31:01,"Before Ios upgrade to 15, step sync was fine, but after the upgrade, it has become way too slow.. Pathetic!!",2,False,Step count not syncing,kank2712,IND
2021-11-19 09:06:24,"It take too much time to update data on flight climbed / walking n running and steps taken 
Some time it take upto 2 hours to update the data",2,False,Data Updation problem,mmewpl,IND
2022-10-02 16:59:13,"Even after allowing to read and write permission from boatwave app, data is not getting read in health app. Please look into this as it is pretty useless at this point of time",1,False,Data usage not reading from Boatwave,abbie041,IND
2022-01-14 01:25:52,"Overall a good app with more features than competition.

Issues found

Data from other apps when done on another device is not synced with health even if the same is synced to the mentioned app.

Suggestions 

1. Improve app sync.
2. Provide more detailed sleep analysis",4,False,Good app,kkjishnu,IND
2021-12-13 11:06:13,This app is beautiful. I'd love to see the graphs and my fitness activity on my iPad as well my Mac. Please make the respective version of the app in next iOS release. 🤞🏻,3,False,I need this app on iPad and Mac,Anmol2209,IND
2023-02-12 15:48:57,The app is not working on my iPhone 14 plus after the recent software update.,3,False,App not working,P_S_16,IND
2022-04-18 14:58:09,Some times shows reading  without even walking zero Kms.,3,False,Wrong calculatin,vinod52,IND
2022-04-17 15:19:48,A widget summarizing the day's health data would be helpful to keep track of things.,4,False,Widget for health summary,Ambani's daughter,IND
2022-01-31 08:45:55,"App is not showing correct steps. When we are adding steps in health data,it’s not updating properly. If current step count is 1000 in app and I’m adding 500 to that it’s showing 850 whereas it must show 1500.",1,False,Step count glitches,Aashhh0111,IND
2022-07-09 03:19:51,Is it possible to somehow download health data into a .csv file?,5,False,Great set of health stats!,Donkey King 82,IND
2021-11-21 05:13:20,"After the last update, the health app is just freezing. No matter how many times I re-open it, its just freezes.",2,False,App freezing,n£h,IND
2023-03-08 08:29:58,The app shows sinus rhythm when the ecg recording clearly shows variations in the spacing between heart beats. I’ve seen this many times. Apple should look into this,2,False,ECG interpretation is not good,CVarada,IND
2022-02-11 10:22:58,It only shows Daily cycling data in distance but if you want to see how much miles we have clocked on a year or all time it shows nothing,1,False,No total cycling distance,Zyed fazil,IND
2022-09-15 05:57:35,After update to iOS 16 the app is slow,3,False,Not accurate,sssssswapnil,IND
2021-10-27 03:17:30,On iOS 15.1 there will be new features regarding Covid 19 vaccination certificate to be kept safely in wallet but no feature found in my health app and after scanning qrcode nothing happened.,2,False,Regarding Immunization,krishbbc,IND
2021-11-26 02:36:14,"The steps and distance are always coming wrong, total waste of money buying iPhone",1,False,"Steps and distance are always wrong, with each update the app is deteriorating",Manasa Telikepalli,IND
2022-09-23 11:33:58,"Basic features are missing from the app. Specially sleep tracking is very bad, apple should learn that from the Samsung health app",2,False,Should learn from Samsung health,Warghav,IND
2022-02-01 05:26:35,"I couldn't understand what TIME IN BED and TIME ASLEEP have to do.
Moreover it's really hard to edit sleep data. That makes it so annoying.",2,False,"Awesome UI, crappy logic",x______0,IND
2023-01-18 14:31:32,Every time I go to log in my dates or symptoms with just a tap on the cycle tracking it crashes.,1,False,The Menstrual cycle tracking always crashes,missmotiweighted,IND
2022-09-13 16:44:37,Im using iPhone for almost 8months. Trend feature in Apple health app is unavailable still now.  I thought it will be helpful to track my fitness but its is not working.,1,False,Trend function is unavailable,Bala stark,IND
2021-11-16 03:39:17,Steps are not updating automatically after new version getting installed,1,False,Steps are not updating after new version installed,dineshonjava,IND
2021-11-07 18:05:09,Steps are not getting updated have to restart app again & again.,1,False,Issue with latest version,Diaaksh,IND
2023-02-20 13:07:33,"My iphone 14 have this app but it doesn’t work 

I have been trying it since beginning but it doesn’t work",1,False,Doesn’t work on iphone 14,drsb334,IND
2021-11-13 15:32:28,"Unable to receive invitation from friends.
Sharing is not working",1,False,Sharing feature not working,Princeasija09,IND
2022-01-03 15:55:54,App is not updating steps count in real even after relaunch,2,False,Steps count not updating in real time,Pavan-,IND
2023-05-11 16:45:27,"1) Medications have no monthly analytics 
2) Homepage is cumbersome 
3) No search bar in homepage
4) No Dashboard in homepage, all are long scrolling list tiles.",2,False,Ok but not good,i.rajeshh,IND
2022-07-28 16:36:15,"Step count do not work properly, it missed alot when walking or running. Misleading.",1,False,Step count not appropriate,uor123,IND
2022-03-16 15:00:51,I observed some days this app not step not count properly. Once 8000 step completed than 7000 is back. I am confused.,1,False,Not working properly,Vijay banth,IND
2022-01-09 04:01:49,"The health app is not counting the steps exactly and the steps is updated after so much times of refresh , about 10min once.",1,False,Counting issue,aaabbccddeefffgh,IND
2023-05-22 17:39:02,Just don’t know how to add this app icon on my Home Screen. Waste of time when I have to check any stats on this app,1,False,Pathetic,Nitishbajaj,IND
2022-08-01 02:50:56,"The step count isn't quite real-time; Quite
often, it gets stuck at a low value, which
suddenly jumps when the app is restarted.
The distance measured is quite inaccurate too;
. Which
means that the step length is probably
calculated incorrectly too….",1,False,Update this bug,uttam_tendulkar,IND
2021-12-24 11:31:43,Steps count are not accurate fix it ASAP.,2,False,steps count issue,Maniboparai,IND
2023-03-06 08:43:17,This app not showing any data and i can’t find the solution.,1,False,App not working in i14pro,ahm3337,IND
2022-04-13 16:47:30,Please add total steps in total distance form or kilometer form.,3,False,Steps,Ritesh621,IND
2021-11-22 14:33:16,Facing issues,1,False,Facing issues in recording my data ever since the update,AK090896,IND
2021-10-31 16:11:58,Observed it counts steps when you are even travelling in car,1,False,App is not Accurate,Rajeev Dubey,IND
2022-04-18 17:18:56,"After updating to 15.4.1 the app has gone boncus….
Can’t apple maintain its own apps
I can’t even delete the app",1,False,Apple’s app discrepancy,_vikkyg,IND
2023-01-19 19:07:11,How to manually add steps in the app ?,3,False,Query,Runner@Walker,IND
2023-05-21 17:08:27,Apple Watch to directly show HRV and Training Readiness Score,1,False,The app is required on the Apple Watch to show HRV & Training Readiness score,Nilakantha Rath,IND
2022-09-16 03:56:22,"Health app needs to add medication medicine refill reminder. 

And the total period to take medicine. (Eg. from - to)

Allow to use photo for medicine. 

And other medicines to data base (Eg. from Ayurvada, Homeopathy, etc…)",2,False,Health app need more features,Georgezachv,IND
2023-02-16 12:42:14,"App counting step even not walking , driving,  siting 

Kindly resolve issue",1,False,Wrong info sharing,Aadi arya,IND
2022-04-23 07:18:50,Just see how well samsung health works even without any accessory,1,False,Nothing in front of Samsung Health,DON_107,IND
2021-12-22 18:01:11,Steps are not getting synced accurately and timely,2,False,Steps are not getting synced accurately and timely,VMarda,IND
2021-11-15 06:56:14,Resolve this asap,1,False,Steps arent getting updated like they used to 😔,tsjwhwbejme,IND
2021-10-28 10:42:26,Give us choice to delete this app!!,1,False,🙁,Doc Malik,IND
2021-12-31 09:42:55,This app is unable to trace my cycling records like how much I travelled through cycle.,1,False,Unable to trace cycling records,a_king_09,IND
2022-01-09 16:24:50,Plz add oneplus watch connection,2,False,Plz add oneplus watch,_pku,IND
2022-08-07 06:35:27,"I can’t use zepp life app as a source for heart rate, sleep , etc.",1,False,Sources not working,Sandesh16,IND
2022-09-13 06:33:49,Not real.,1,False,100% fake,venki8792,IND
2023-01-26 15:42:25,add IU unit in medication. There is mg/mcg/g/ml but not IU,1,False,add IU unit in medication,Sid121412,IND
2022-03-22 10:15:48,Finding it extremely hard to add the covid 19 vaccination certificate ! Despite having the QR code there is no pop up from the health app! How do I do this !? I’m from India!,1,False,Unable to add covid 19 certificate,Shwets✨,IND
2023-04-22 10:11:18,"Hello, 
I suggest team to add smoke adding features to health app which is very helpful and also necessary in today’s environment.People can recognised their own smoke data and may they can control their smoking habits and levels. 
Thank you",5,False,Smoke,Nickname Nitin’s,IND
2022-08-04 03:43:22,In India if we scan the QR Code of the vaccine certificate then it won’t get added to the wallet or health app,5,False,Vaccination Card,EnchantedHari,IND
2021-12-09 12:37:09,I am trying for so long now but i am not able to add covid pass in health. I am not getting any kind of notification after scanning the bar code.,2,False,Difficulty using it,amritadewali11899,IND
